PROGRAMA_ENTRADA_PIN,CAMPUS_PIN,TEC21_PIN,TOTAL_INICIAL,SEMESTRE_AVANCE_GENERACION,CAMPUS_INDICADOR,CAMPUS_INSCRIPCION,PROGRAMATERM,TRANSFERENCIA,TRANSFERENCIA_TEMPORAL,ES_CLINICA,TOTAL_AGRUPACION,GENERACION,TERM,PERFIL
ESC,Estado de México,1,149.0,1,Estado de México,Estado de México,ESC,false,false,false,149.0,202313,202313,NA
SLD,Guadalajara,1,1.0,1,Guadalajara,Guadalajara,SLD,false,false,false,1.0,202313,202313,NO TEC A+
ESC,Chihuahua,1,31.0,1,Chihuahua,Chihuahua,ESC,false,false,false,31.0,202313,202313,NA
ICT,San Luis Potosí,1,10.0,1,San Luis Potosí,San Luis Potosí,ICT,false,false,false,10.0,202313,202313,NA
IBQ,Guadalajara,1,61.0,1,Guadalajara,Guadalajara,IBQ,false,false,false,61.0,202313,202313,NA
AMC,Sonora Norte,1,23.0,1,Sonora Norte,Sonora Norte,AMC,false,false,false,23.0,202313,202313,NA
NEG,Toluca,1,104.0,1,Toluca,Toluca,NEG,false,false,false,104.0,202313,202313,NA
NEG,Aguascalientes,1,63.0,1,Aguascalientes,Aguascalientes,NEG,false,false,false,63.0,202313,202313,NA
NEG,Laguna,1,82.0,1,Laguna,Laguna,NEG,false,false,false,82.0,202313,202313,NA
ESC,Sonora Norte,1,42.0,1,Sonora Norte,Sonora Norte,ESC,false,false,false,42.0,202313,202313,NA
ICI,Laguna,1,1.0,1,Laguna,Laguna,ICI,false,false,false,1.0,202313,202313,NA
ICT,Cuernavaca,1,28.0,1,Cuernavaca,Cuernavaca,ICT,false,false,false,28.0,202313,202313,NA
NEG,Santa Fe,1,1.0,1,Santa Fe,Santa Fe,NEG,false,false,false,1.0,202313,202313,TEC B
IIT,Guadalajara,1,239.0,1,Guadalajara,Guadalajara,IIT,false,false,false,239.0,202313,202313,NA
NEG,San Luis Potosí,1,1.0,1,San Luis Potosí,San Luis Potosí,NEG,false,false,false,1.0,202313,202313,NO TEC A
IIT,Monterrey,1,1.0,1,Monterrey,Monterrey,IIT,false,false,false,1.0,202313,202313,NO TEC A
ICT,Morelia,1,6.0,1,Morelia,Morelia,ICT,false,false,false,6.0,202313,202313,NA
IIT,Sonora Norte,1,83.0,1,Sonora Norte,Sonora Norte,IIT,false,false,false,83.0,202313,202313,NA
IBQ,Toluca,1,43.0,1,Toluca,Toluca,IBQ,false,false,false,43.0,202313,202313,NA
IBQ,León,1,7.0,1,León,León,IBQ,false,false,false,7.0,202313,202313,NA
ICT,Santa Fe,1,51.0,1,Santa Fe,Santa Fe,ICT,false,false,false,51.0,202313,202313,NA
ICI,Saltillo,1,8.0,1,Saltillo,Saltillo,ICI,false,false,false,8.0,202313,202313,NA
IIT,Querétaro,1,194.0,1,Querétaro,Querétaro,IIT,false,false,false,194.0,202313,202313,NA
ESC,León,1,21.0,1,León,León,ESC,false,false,false,21.0,202313,202313,NA
IBQ,Tampico,1,4.0,1,Tampico,Tampico,IBQ,false,false,false,4.0,202313,202313,NA
ICT,Ciudad de México,1,85.0,1,Ciudad de México,Ciudad de México,ICT,false,false,false,85.0,202313,202313,NA
IIT,León,1,60.0,1,León,León,IIT,false,false,false,60.0,202313,202313,NA
IBQ,Monterrey,1,1.0,1,Monterrey,Monterrey,IBQ,false,false,false,1.0,202313,202313,NO TEC A
NEG,San Luis Potosí,1,82.0,1,San Luis Potosí,San Luis Potosí,NEG,false,false,false,82.0,202313,202313,NA
ICI,Sinaloa,1,8.0,1,Sinaloa,Sinaloa,ICI,false,false,false,8.0,202313,202313,NA
IBQ,Ciudad Juárez,1,2.0,1,Ciudad Juárez,Ciudad Juárez,IBQ,false,false,false,2.0,202313,202313,NA
ICI,Aguascalientes,1,3.0,1,Aguascalientes,Aguascalientes,ICI,false,false,false,3.0,202313,202313,NA
IBQ,Aguascalientes,1,7.0,1,Aguascalientes,Aguascalientes,IBQ,false,false,false,7.0,202313,202313,NA
IBQ,Puebla,1,42.0,1,Puebla,Puebla,IBQ,false,false,false,42.0,202313,202313,NA
IIT,Aguascalientes,1,40.0,1,Aguascalientes,Aguascalientes,IIT,false,false,false,40.0,202313,202313,NA
CIS,Ciudad Juárez,1,3.0,1,Ciudad Juárez,Ciudad Juárez,CIS,false,false,false,3.0,202313,202313,NA
NEG,Aguascalientes,1,1.0,1,Aguascalientes,Aguascalientes,NEG,false,false,false,1.0,202313,202313,TEC A+
NEG,León,1,106.0,1,León,León,NEG,false,false,false,106.0,202313,202313,NA
ICI,Monterrey,1,163.0,1,Monterrey,Monterrey,ICI,false,false,false,163.0,202313,202313,NA
AMC,Monterrey,1,199.0,1,Monterrey,Monterrey,AMC,false,false,false,199.0,202313,202313,NA
IIT,Hidalgo,1,51.0,1,Hidalgo,Hidalgo,IIT,false,false,false,51.0,202313,202313,NA
CIS,Santa Fe,1,72.0,1,Santa Fe,Santa Fe,CIS,false,false,false,72.0,202313,202313,NA
IIT,Morelia,1,28.0,1,Morelia,Morelia,IIT,false,false,false,28.0,202313,202313,NA
IBQ,Estado de México,1,82.0,1,Estado de México,Estado de México,IBQ,false,false,false,82.0,202313,202313,NA
NEG,Morelia,1,43.0,1,Morelia,Morelia,NEG,false,false,false,43.0,202313,202313,NA
AMC,Guadalajara,1,51.0,1,Guadalajara,Guadalajara,AMC,false,false,false,51.0,202313,202313,NA
ICI,Ciudad de México,1,54.0,1,Ciudad de México,Ciudad de México,ICI,false,false,false,54.0,202313,202313,NA
NEG,Santa Fe,1,326.0,1,Santa Fe,Santa Fe,NEG,false,false,false,326.0,202313,202313,NA
CIS,Monterrey,1,246.0,1,Monterrey,Monterrey,CIS,false,false,false,246.0,202313,202313,NA
CIS,Sinaloa,1,9.0,1,Sinaloa,Sinaloa,CIS,false,false,false,9.0,202313,202313,NA
ICT,Toluca,1,34.0,1,Toluca,Toluca,ICT,false,false,false,34.0,202313,202313,NA
NEG,Estado de México,1,1.0,1,Estado de México,Estado de México,NEG,false,false,false,1.0,202313,202313,NO TEC A+
NEG,Querétaro,1,187.0,1,Querétaro,Querétaro,NEG,false,false,false,187.0,202313,202313,NA
ICI,Sonora Norte,1,5.0,1,Sonora Norte,Sonora Norte,ICI,false,false,false,5.0,202313,202313,NA
SLD,Querétaro,1,40.0,1,Querétaro,Querétaro,SLD,false,false,false,40.0,202313,202313,NA
IIT,Ciudad Juárez,1,31.0,1,Ciudad Juárez,Ciudad Juárez,IIT,false,false,false,31.0,202313,202313,NA
ICT,León,1,10.0,1,León,León,ICT,false,false,false,10.0,202313,202313,NA
ESC,Puebla,1,107.0,1,Puebla,Puebla,ESC,false,false,false,107.0,202313,202313,NA
IIT,Puebla,1,128.0,1,Puebla,Puebla,IIT,false,false,false,128.0,202313,202313,NA
ICT,Saltillo,1,7.0,1,Saltillo,Saltillo,ICT,false,false,false,7.0,202313,202313,NA
ESC,Ciudad de México,1,169.0,1,Ciudad de México,Ciudad de México,ESC,false,false,false,169.0,202313,202313,NA
AMC,Querétaro,1,66.0,1,Querétaro,Querétaro,AMC,false,false,false,66.0,202313,202313,NA
IBQ,San Luis Potosí,1,12.0,1,San Luis Potosí,San Luis Potosí,IBQ,false,false,false,12.0,202313,202313,NA
ICT,Ciudad Obregón,1,8.0,1,Ciudad Obregón,Ciudad Obregón,ICT,false,false,false,8.0,202313,202313,NA
IIT,Ciudad Obregón,1,18.0,1,Ciudad Obregón,Ciudad Obregón,IIT,false,false,false,18.0,202313,202313,NA
SLD,Chihuahua,1,22.0,1,Chihuahua,Chihuahua,SLD,false,false,false,22.0,202313,202313,NA
ICI,Hidalgo,1,6.0,1,Hidalgo,Hidalgo,ICI,false,false,false,6.0,202313,202313,NA
IBQ,Monterrey,1,260.0,1,Monterrey,Monterrey,IBQ,false,false,false,260.0,202313,202313,NA
NEG,Santa Fe,1,1.0,1,Santa Fe,Santa Fe,NEG,false,false,false,1.0,202313,202313,NO TEC A+
ICT,Tampico,1,1.0,1,Tampico,Tampico,ICT,false,false,false,1.0,202313,202313,NA
ESC,Guadalajara,1,136.0,1,Guadalajara,Guadalajara,ESC,false,false,false,136.0,202313,202313,NA
CIS,Morelia,1,11.0,1,Morelia,Morelia,CIS,false,false,false,11.0,202313,202313,NA
ICI,Chihuahua,1,7.0,1,Chihuahua,Chihuahua,ICI,false,false,false,7.0,202313,202313,NA
IBQ,Querétaro,1,98.0,1,Querétaro,Querétaro,IBQ,false,false,false,98.0,202313,202313,NA
IBQ,Laguna,1,10.0,1,Laguna,Laguna,IBQ,false,false,false,10.0,202313,202313,NA
IBQ,Santa Fe,1,50.0,1,Santa Fe,Santa Fe,IBQ,false,false,false,50.0,202313,202313,NA
ICT,Ciudad Juárez,1,3.0,1,Ciudad Juárez,Ciudad Juárez,ICT,false,false,false,3.0,202313,202313,NA
CIS,Hidalgo,1,19.0,1,Hidalgo,Hidalgo,CIS,false,false,false,19.0,202313,202313,NA
IBQ,Cuernavaca,1,6.0,1,Cuernavaca,Cuernavaca,IBQ,false,false,false,6.0,202313,202313,NA
ICT,Monterrey,1,316.0,1,Monterrey,Monterrey,ICT,false,false,false,316.0,202313,202313,NA
NEG,Ciudad de México,1,314.0,1,Ciudad de México,Ciudad de México,NEG,false,false,false,314.0,202313,202313,NA
IIT,Tampico,1,57.0,1,Tampico,Tampico,IIT,false,false,false,57.0,202313,202313,NA
IIT,Monterrey,1,763.0,1,Monterrey,Monterrey,IIT,false,false,false,763.0,202313,202313,NA
ESC,Ciudad de México,1,3.0,8,Ciudad de México,Ciudad de México,ESC,false,false,false,3.0,202011,202313,TEC B
ICT,Guadalajara,1,1.0,8,Guadalajara,Guadalajara,ICT,false,false,false,1.0,202011,202313,NO TEC B
AMC,Santa Fe,1,1.0,8,Santa Fe,Santa Fe,AMC,false,false,false,1.0,202011,202313,TEC D
IIT,Guadalajara,1,1.0,8,Guadalajara,Guadalajara,IIT,false,false,false,1.0,202011,202313,TEC B
IBQ,Estado de México,1,2.0,8,Estado de México,Estado de México,IBQ,false,false,false,2.0,202011,202313,TEC A
AMC,Monterrey,1,1.0,8,Monterrey,Monterrey,AMC,false,false,false,1.0,202011,202313,TEC C
ESC,Monterrey,1,1.0,8,Monterrey,Monterrey,ESC,false,false,false,1.0,202011,202313,NA
ICI,Monterrey,1,1.0,8,Monterrey,Monterrey,ICI,false,false,false,1.0,202011,202313,NO TEC A
IIT,Santa Fe,1,2.0,8,Santa Fe,Santa Fe,IIT,false,false,false,2.0,202011,202313,NO TEC B
IBQ,Ciudad de México,1,1.0,8,Ciudad de México,Ciudad de México,IBQ,false,false,false,1.0,202011,202313,TEC B
CIS,Querétaro,1,1.0,8,Querétaro,Querétaro,CIS,false,false,false,1.0,202011,202313,TEC A
IIT,Puebla,1,1.0,8,Puebla,Puebla,IIT,false,false,false,1.0,202011,202313,NO TEC B
NEG,Guadalajara,1,1.0,8,Guadalajara,Guadalajara,NEG,false,false,false,1.0,202011,202313,NO TEC B
ESC,Querétaro,1,1.0,8,Querétaro,Querétaro,ESC,false,false,false,1.0,202011,202313,TEC C
ESC,Puebla,1,1.0,8,Puebla,Puebla,ESC,false,false,false,1.0,202011,202313,TEC C
IIT,Santa Fe,1,1.0,8,Santa Fe,Santa Fe,IIT,false,false,false,1.0,202011,202313,TEC A+
NEG,Santa Fe,1,7.0,8,Santa Fe,Santa Fe,NEG,false,false,false,7.0,202011,202313,TEC A
NEG,Estado de México,1,1.0,8,Estado de México,Estado de México,NEG,false,false,false,1.0,202011,202313,NO TEC A
NEG,Ciudad de México,1,5.0,8,Ciudad de México,Ciudad de México,NEG,false,false,false,5.0,202011,202313,NO TEC D
ESC,Monterrey,1,6.0,8,Monterrey,Monterrey,ESC,false,false,false,6.0,202011,202313,NO TEC A
IIT,Ciudad de México,1,3.0,8,Ciudad de México,Ciudad de México,IIT,false,false,false,3.0,202011,202313,TEC B
IBQ,Puebla,1,1.0,8,Puebla,Puebla,IBQ,false,false,false,1.0,202011,202313,TEC A
CIS,Monterrey,1,1.0,8,Monterrey,Monterrey,CIS,false,false,false,1.0,202011,202313,TEC A+
ICI,Monterrey,1,2.0,8,Monterrey,Monterrey,ICI,false,false,false,2.0,202011,202313,NO TEC A+
NEG,Santa Fe,1,5.0,8,Santa Fe,Santa Fe,NEG,false,false,false,5.0,202011,202313,NO TEC B
NEG,Querétaro,1,2.0,8,Querétaro,Querétaro,NEG,false,false,false,2.0,202011,202313,NO TEC A+
IIT,Guadalajara,1,2.0,8,Guadalajara,Guadalajara,IIT,false,false,false,2.0,202011,202313,NO TEC A+
ESC,Monterrey,1,2.0,8,Monterrey,Monterrey,ESC,false,false,false,2.0,202011,202313,TEC A
ICT,Puebla,1,1.0,8,Puebla,Puebla,ICT,false,false,false,1.0,202011,202313,TEC A
IIT,Estado de México,1,1.0,8,Estado de México,Estado de México,IIT,false,false,false,1.0,202011,202313,NO TEC C
ESC,Monterrey,1,2.0,8,Monterrey,Monterrey,ESC,false,false,false,2.0,202011,202313,TEC B
ICI,Estado de México,1,2.0,8,Estado de México,Estado de México,ICI,false,false,false,2.0,202011,202313,NO TEC A
CIS,Santa Fe,1,4.0,8,Santa Fe,Santa Fe,CIS,false,false,false,4.0,202011,202313,NO TEC A
NEG,Querétaro,1,1.0,8,Querétaro,Querétaro,NEG,false,false,false,1.0,202011,202313,TEC B
ESC,Estado de México,1,4.0,8,Estado de México,Estado de México,ESC,false,false,false,4.0,202011,202313,NO TEC A
NEG,Puebla,1,1.0,8,Puebla,Puebla,NEG,false,false,false,1.0,202011,202313,NO TEC B
IBQ,Estado de México,1,1.0,8,Estado de México,Estado de México,IBQ,false,false,false,1.0,202011,202313,NO TEC A
IIT,Querétaro,1,2.0,8,Querétaro,Querétaro,IIT,false,false,false,2.0,202011,202313,NO TEC A
ICT,Santa Fe,1,1.0,8,Santa Fe,Santa Fe,ICT,false,false,false,1.0,202011,202313,TEC A
NEG,Guadalajara,1,3.0,8,Guadalajara,Guadalajara,NEG,false,false,false,3.0,202011,202313,NO TEC A+
IIT,Ciudad de México,1,1.0,8,Ciudad de México,Ciudad de México,IIT,false,false,false,1.0,202011,202313,NO TEC A
IIT,Guadalajara,1,1.0,8,Guadalajara,Guadalajara,IIT,false,false,false,1.0,202011,202313,NO TEC B
CIS,Puebla,1,1.0,8,Puebla,Puebla,CIS,false,false,false,1.0,202011,202313,NO TEC B
AMC,Santa Fe,1,1.0,8,Santa Fe,Santa Fe,AMC,false,false,false,1.0,202011,202313,NO TEC A
IIT,Monterrey,1,3.0,8,Monterrey,Monterrey,IIT,false,false,false,3.0,202011,202313,NO TEC B
IIT,Guadalajara,1,1.0,8,Guadalajara,Guadalajara,IIT,false,false,false,1.0,202011,202313,TEC A
NEG,Monterrey,1,2.0,8,Monterrey,Monterrey,NEG,false,false,false,2.0,202011,202313,NA
IBQ,Querétaro,1,1.0,8,Querétaro,Querétaro,IBQ,false,false,false,1.0,202011,202313,NO TEC B
AMC,Monterrey,1,3.0,8,Monterrey,Monterrey,AMC,false,false,false,3.0,202011,202313,NO TEC A+
ESC,Monterrey,1,4.0,8,Monterrey,Monterrey,ESC,false,false,false,4.0,202011,202313,NO TEC A+
IIT,Ciudad de México,1,3.0,8,Ciudad de México,Ciudad de México,IIT,false,false,false,3.0,202011,202313,TEC C
NEG,Santa Fe,1,1.0,8,Santa Fe,Santa Fe,NEG,false,false,false,1.0,202011,202313,TEC C
CIS,Ciudad de México,1,1.0,8,Ciudad de México,Ciudad de México,CIS,false,false,false,1.0,202011,202313,TEC A
SLD,Monterrey,1,1.0,8,Monterrey,Monterrey,SLD,false,false,false,1.0,202011,202313,TEC A
ICT,Querétaro,1,1.0,8,Querétaro,Querétaro,ICT,false,false,false,1.0,202011,202313,TEC B
IBQ,Santa Fe,1,3.0,8,Santa Fe,Santa Fe,IBQ,false,false,false,3.0,202011,202313,NO TEC B
NEG,Monterrey,1,5.0,8,Monterrey,Monterrey,NEG,false,false,false,5.0,202011,202313,NO TEC A+
IIT,Monterrey,1,1.0,8,Monterrey,Monterrey,IIT,false,false,false,1.0,202011,202313,TEC D
IBQ,Monterrey,1,1.0,8,Monterrey,Monterrey,IBQ,false,false,false,1.0,202011,202313,TEC B
IIT,Monterrey,1,2.0,8,Monterrey,Monterrey,IIT,false,false,false,2.0,202011,202313,TEC A
IIT,Ciudad de México,1,2.0,8,Ciudad de México,Ciudad de México,IIT,false,false,false,2.0,202011,202313,NA
ICT,Santa Fe,1,2.0,8,Santa Fe,Santa Fe,ICT,false,false,false,2.0,202011,202313,NO TEC A
ESC,Ciudad de México,1,1.0,8,Ciudad de México,Ciudad de México,ESC,false,false,false,1.0,202011,202313,TEC A+
AMC,Guadalajara,1,1.0,8,Guadalajara,Guadalajara,AMC,false,false,false,1.0,202011,202313,TEC A
ESC,Santa Fe,1,1.0,8,Santa Fe,Santa Fe,ESC,false,false,false,1.0,202011,202313,TEC B
ICT,Monterrey,1,1.0,8,Monterrey,Monterrey,ICT,false,false,false,1.0,202011,202313,NO TEC A
ICT,Querétaro,1,1.0,8,Querétaro,Querétaro,ICT,false,false,false,1.0,202011,202313,NO TEC A
ESC,Estado de México,1,3.0,8,Estado de México,Estado de México,ESC,false,false,false,3.0,202011,202313,NO TEC B
NEG,Querétaro,1,2.0,8,Querétaro,Querétaro,NEG,false,false,false,2.0,202011,202313,NO TEC A
IIT,Santa Fe,1,10.0,8,Santa Fe,Santa Fe,IIT,false,false,false,10.0,202011,202313,NO TEC A
ESC,Santa Fe,1,1.0,8,Santa Fe,Santa Fe,ESC,false,false,false,1.0,202011,202313,TEC A
NEG,Puebla,1,1.0,8,Puebla,Puebla,NEG,false,false,false,1.0,202011,202313,NO TEC A+
ESC,Querétaro,1,2.0,8,Querétaro,Querétaro,ESC,false,false,false,2.0,202011,202313,NO TEC A+
IIT,Estado de México,1,4.0,8,Estado de México,Estado de México,IIT,false,false,false,4.0,202011,202313,NO TEC A
IIT,Estado de México,1,2.0,8,Estado de México,Estado de México,IIT,false,false,false,2.0,202011,202313,TEC B
IIT,Estado de México,1,1.0,8,Estado de México,Estado de México,IIT,false,false,false,1.0,202011,202313,TEC D
NEG,Guadalajara,1,2.0,8,Guadalajara,Guadalajara,NEG,false,false,false,2.0,202011,202313,NO TEC A
AMC/ESC,Monterrey,1,1.0,8,Monterrey,Monterrey,AMC/ESC,false,false,false,1.0,202011,202313,TEC A
NEG,Ciudad de México,1,3.0,8,Ciudad de México,Ciudad de México,NEG,false,false,false,3.0,202011,202313,TEC C
ESC,Santa Fe,1,6.0,8,Santa Fe,Santa Fe,ESC,false,false,false,6.0,202011,202313,NO TEC A
ICI,Santa Fe,1,1.0,8,Santa Fe,Santa Fe,ICI,false,false,false,1.0,202011,202313,NO TEC A+
AMC,Monterrey,1,1.0,8,Monterrey,Monterrey,AMC,false,false,false,1.0,202011,202313,TEC A
NEG,Puebla,1,1.0,8,Puebla,Puebla,NEG,false,false,false,1.0,202011,202313,TEC B
IIT,Santa Fe,1,1.0,8,Santa Fe,Santa Fe,IIT,false,false,false,1.0,202011,202313,TEC B
ICT,Santa Fe,1,2.0,8,Santa Fe,Santa Fe,ICT,false,false,false,2.0,202011,202313,NO TEC A+
IBQ,Monterrey,1,3.0,8,Monterrey,Monterrey,IBQ,false,false,false,3.0,202011,202313,NO TEC A+
CIS,Estado de México,1,1.0,8,Estado de México,Estado de México,CIS,false,false,false,1.0,202011,202313,TEC A
NEG,Puebla,1,1.0,8,Puebla,Puebla,NEG,false,false,false,1.0,202011,202313,TEC A
IIT,Puebla,1,1.0,8,Puebla,Puebla,IIT,false,false,false,1.0,202011,202313,TEC C
IIT,Puebla,1,1.0,8,Puebla,Puebla,IIT,false,false,false,1.0,202011,202313,TEC A
NEG,Ciudad de México,1,7.0,8,Ciudad de México,Ciudad de México,NEG,false,false,false,7.0,202011,202313,TEC B
IIT,Monterrey,1,4.0,8,Monterrey,Monterrey,IIT,false,false,false,4.0,202011,202313,NO TEC A+
NEG,Santa Fe,1,1.0,8,Santa Fe,Santa Fe,NEG,false,false,false,1.0,202011,202313,TEC B
IIT,Estado de México,1,1.0,8,Estado de México,Estado de México,IIT,false,false,false,1.0,202011,202313,NO TEC A+
IIT,Monterrey,1,1.0,8,Monterrey,Monterrey,IIT,false,false,false,1.0,202011,202313,TEC C
IIT,Monterrey,1,16.0,8,Monterrey,Monterrey,IIT,false,false,false,16.0,202011,202313,NO TEC A
IIT,Ciudad de México,1,3.0,8,Ciudad de México,Ciudad de México,IIT,false,false,false,3.0,202011,202313,TEC A
NEG,Estado de México,1,3.0,8,Estado de México,Estado de México,NEG,false,false,false,3.0,202011,202313,TEC C
ICT,Monterrey,1,1.0,8,Monterrey,Monterrey,ICT,false,false,false,1.0,202011,202313,TEC A+
ESC,Santa Fe,1,2.0,8,Santa Fe,Santa Fe,ESC,false,false,false,2.0,202011,202313,NO TEC B
IIT,Ciudad de México,1,3.0,8,Ciudad de México,Ciudad de México,IIT,false,false,false,3.0,202011,202313,NO TEC D
ICI,Ciudad de México,1,1.0,8,Ciudad de México,Ciudad de México,ICI,false,false,false,1.0,202011,202313,NO TEC A+
CIS,Monterrey,1,1.0,8,Monterrey,Monterrey,CIS,false,false,false,1.0,202011,202313,NO TEC A
NEG,Santa Fe,1,2.0,8,Santa Fe,Santa Fe,NEG,false,false,false,2.0,202011,202313,TEC A+
ESC,Santa Fe,1,2.0,8,Santa Fe,Santa Fe,ESC,false,false,false,2.0,202011,202313,NO TEC A+
NEG,Puebla,1,1.0,8,Puebla,Puebla,NEG,false,false,false,1.0,202011,202313,TEC A+
AMC,Monterrey,1,2.0,8,Monterrey,Monterrey,AMC,false,false,false,2.0,202011,202313,NO TEC A
IBQ,Monterrey,1,1.0,8,Monterrey,Monterrey,IBQ,false,false,false,1.0,202011,202313,NO TEC B
AMC/ESC,Santa Fe,1,1.0,8,Santa Fe,Santa Fe,AMC/ESC,false,false,false,1.0,202011,202313,TEC B
ESC,Ciudad de México,1,2.0,8,Ciudad de México,Ciudad de México,ESC,false,false,false,2.0,202011,202313,TEC A
CIS,Puebla,1,1.0,8,Puebla,Puebla,CIS,false,false,false,1.0,202011,202313,TEC A
NEG,Monterrey,1,5.0,8,Monterrey,Monterrey,NEG,false,false,false,5.0,202011,202313,TEC B
AMC,Guadalajara,1,1.0,8,Guadalajara,Guadalajara,AMC,false,false,false,1.0,202011,202313,NO TEC A+
ESC,Estado de México,1,1.0,8,Estado de México,Estado de México,ESC,false,false,false,1.0,202011,202313,TEC C
NEG,Santa Fe,1,32.0,8,Santa Fe,Santa Fe,NEG,false,false,false,32.0,202011,202313,NO TEC A
AMC,Estado de México,1,3.0,8,Estado de México,Estado de México,AMC,false,false,false,3.0,202011,202313,TEC B
ESC,Guadalajara,1,2.0,8,Guadalajara,Guadalajara,ESC,false,false,false,2.0,202011,202313,NO TEC A+
IBQ,Santa Fe,1,1.0,8,Santa Fe,Santa Fe,IBQ,false,false,false,1.0,202011,202313,TEC A+
IBQ,Ciudad de México,1,2.0,8,Ciudad de México,Ciudad de México,IBQ,false,false,false,2.0,202011,202313,NO TEC A
NEG,Estado de México,1,3.0,8,Estado de México,Estado de México,NEG,false,false,false,3.0,202011,202313,TEC A
NEG,Monterrey,1,4.0,8,Monterrey,Monterrey,NEG,false,false,false,4.0,202011,202313,NO TEC B
IIT,Monterrey,1,2.0,8,Monterrey,Monterrey,IIT,false,false,false,2.0,202011,202313,TEC B
IBQ,Monterrey,1,3.0,8,Monterrey,Monterrey,IBQ,false,false,false,3.0,202011,202313,NO TEC A
CIS,Santa Fe,1,1.0,8,Santa Fe,Santa Fe,CIS,false,false,false,1.0,202011,202313,NO TEC A+
AMC,Santa Fe,1,2.0,8,Santa Fe,Santa Fe,AMC,false,false,false,2.0,202011,202313,TEC A
CIS,Santa Fe,1,1.0,8,Santa Fe,Santa Fe,CIS,false,false,false,1.0,202011,202313,TEC A
NEG,Monterrey,1,9.0,8,Monterrey,Monterrey,NEG,false,false,false,9.0,202011,202313,NO TEC A
IBQ,Ciudad de México,1,1.0,8,Ciudad de México,Ciudad de México,IBQ,false,false,false,1.0,202011,202313,TEC C
IIT,Santa Fe,1,4.0,8,Santa Fe,Santa Fe,IIT,false,false,false,4.0,202011,202313,NO TEC A+
IIT,Querétaro,1,1.0,8,Querétaro,Querétaro,IIT,false,false,false,1.0,202011,202313,NO TEC A+
AMC,Querétaro,1,1.0,8,Querétaro,Querétaro,AMC,false,false,false,1.0,202011,202313,TEC A
CIS,Monterrey,1,1.0,8,Monterrey,Monterrey,CIS,false,false,false,1.0,202011,202313,TEC A
ESC,Ciudad de México,1,1.0,8,Ciudad de México,Ciudad de México,ESC,false,false,false,1.0,202011,202313,NO TEC A+
IBQ,Santa Fe,1,2.0,8,Santa Fe,Santa Fe,IBQ,false,false,false,2.0,202011,202313,NO TEC A+
CIS,Santa Fe,1,1.0,8,Santa Fe,Santa Fe,CIS,false,false,false,1.0,202011,202313,NA
NEG,Querétaro,1,1.0,8,Querétaro,Querétaro,NEG,false,false,false,1.0,202011,202313,TEC C
ICT,Ciudad de México,1,3.0,8,Ciudad de México,Ciudad de México,ICT,false,false,false,3.0,202011,202313,NO TEC D
ESC,Santa Fe,1,1.0,8,Santa Fe,Santa Fe,ESC,false,false,false,1.0,202011,202313,TEC C
NEG,Monterrey,1,1.0,8,Monterrey,Monterrey,NEG,false,false,false,1.0,202011,202313,TEC A+
AMC,Estado de México,1,1.0,8,Estado de México,Estado de México,AMC,false,false,false,1.0,202011,202313,NO TEC B
CIS,Puebla,1,1.0,8,Puebla,Puebla,CIS,false,false,false,1.0,202011,202313,TEC C
NEG,Estado de México,1,1.0,8,Estado de México,Estado de México,NEG,false,false,false,1.0,202011,202313,NO TEC C
CIS,Estado de México,1,2.0,8,Estado de México,Estado de México,CIS,false,false,false,2.0,202011,202313,TEC B
CIS,Monterrey,1,1.0,8,Monterrey,Monterrey,CIS,false,false,false,1.0,202011,202313,NA
AMC,Santa Fe,1,1.0,8,Santa Fe,Santa Fe,AMC,false,false,false,1.0,202011,202313,TEC B
NEG,Estado de México,1,2.0,8,Estado de México,Estado de México,NEG,false,false,false,2.0,202011,202313,TEC B
NEG,Querétaro,1,2.0,8,Querétaro,Querétaro,NEG,false,false,false,2.0,202011,202313,NA
IBQ,Santa Fe,1,2.0,8,Santa Fe,Santa Fe,IBQ,false,false,false,2.0,202011,202313,NO TEC A
IBQ,Estado de México,1,2.0,8,Estado de México,Estado de México,IBQ,false,false,false,2.0,202011,202313,TEC A+
NEG,Querétaro,1,1.0,8,Querétaro,Querétaro,NEG,false,false,false,1.0,202011,202313,TEC A
IBQ,Ciudad de México,1,1.0,8,Ciudad de México,Ciudad de México,IBQ,false,false,false,1.0,202011,202313,NO TEC D
IIT,Puebla,1,1.0,8,Puebla,Puebla,IIT,false,false,false,1.0,202011,202313,NA
