PROGRAMA_ENTRADA_PIN,CAMPUS_PIN,TEC21_PIN,TOTAL_INICIAL,SEMESTRE_AVANCE_GENERACION,CAMPUS_INDICADOR,CAMPUS_INSCRIPCION,PROGRAMATERM,TRANSFERENCIA,TRANSFERENCIA_TEMPORAL,ES_CLINICA,TOTAL_AGRUPACION,GENERACION,TERM,PERFIL
CIS,Querétaro,1,4.21721162,1,Querétaro,Querétaro,CIS,false,false,false,4.21721162,202813,202813,NO TEC B
ICT,San Luis Potosí,1,0.8496475308181818,1,San Luis Potosí,San Luis Potosí,ICT,false,false,false,0.8496475308181818,202813,202813,NO TEC B
NEG,Laguna,1,6.171802562727273,1,Laguna,Laguna,NEG,false,false,false,6.171802562727273,202813,202813,NO TEC D
CIS,Sinaloa,1,0.7834108069090909,1,Sinaloa,Sinaloa,CIS,false,false,false,0.7834108069090909,202813,202813,TEC B
ESC,Aguascalientes,1,1.9739993900000001,1,Aguascalientes,Aguascalientes,ESC,false,false,false,1.9739993900000001,202813,202813,NO TEC D
IIT,Aguascalientes,1,4.137040849090909,1,Aguascalientes,Aguascalientes,IIT,false,false,false,4.137040849090909,202813,202813,NO TEC D
IIT,Chihuahua,1,5.522554388181818,1,Chihuahua,Chihuahua,IIT,false,false,false,5.522554388181818,202813,202813,NA
NEG,Sonora Norte,1,10.412627827272727,1,Sonora Norte,Sonora Norte,NEG,false,false,false,10.412627827272727,202813,202813,NA
ICT,Santa Fe,1,5.618348292727273,1,Santa Fe,Santa Fe,ICT,false,false,false,5.618348292727273,202813,202813,TEC A+
CIS,Toluca,1,1.8971690981818183,1,Toluca,Toluca,CIS,false,false,false,1.8971690981818183,202813,202813,TEC A
NEG,Estado de México,1,23.859219590909092,1,Estado de México,Estado de México,NEG,false,false,false,23.859219590909092,202813,202813,NO TEC A
AMC,Sonora Norte,1,2.201259736363636,1,Sonora Norte,Sonora Norte,AMC,false,false,false,2.201259736363636,202813,202813,NO TEC A
NEG,Estado de México,1,23.859219590909092,1,Estado de México,Estado de México,NEG,false,false,false,23.859219590909092,202813,202813,NO TEC D
NEG,Toluca,1,9.298096254545454,1,Toluca,Toluca,NEG,false,false,false,9.298096254545454,202813,202813,NO TEC D
CIS,Ciudad Juárez,1,0.1503577951818182,1,Ciudad Juárez,Ciudad Juárez,CIS,false,false,false,0.1503577951818182,202813,202813,TEC A+
ICT,Querétaro,1,7.264820923636364,1,Querétaro,Querétaro,ICT,false,false,false,7.264820923636364,202813,202813,TEC A+
ICT,Aguascalientes,1,0.7335523110000001,1,Aguascalientes,Aguascalientes,ICT,false,false,false,0.7335523110000001,202813,202813,NO TEC A+
NEG,Ciudad Obregón,1,1.7427719354545455,1,Ciudad Obregón,Ciudad Obregón,NEG,false,false,false,1.7427719354545455,202813,202813,TEC A
ICT,Ciudad Juárez,1,0.112358576,1,Ciudad Juárez,Ciudad Juárez,ICT,false,false,false,0.112358576,202813,202813,NO TEC A
ESC,Monterrey,1,23.511107536363635,1,Monterrey,Monterrey,ESC,false,false,false,23.511107536363635,202813,202813,NO TEC A
IIT,Ciudad de México,1,19.6320166,1,Ciudad de México,Ciudad de México,IIT,false,false,false,19.6320166,202813,202813,TEC B
IIT,Puebla,1,12.6242456,1,Puebla,Puebla,IIT,false,false,false,12.6242456,202813,202813,TEC B
ESC,Aguascalientes,1,1.9739993900000001,1,Aguascalientes,Aguascalientes,ESC,false,false,false,1.9739993900000001,202813,202813,TEC C
ICT,Ciudad de México,1,7.730233995454546,1,Ciudad de México,Ciudad de México,ICT,false,false,false,7.730233995454546,202813,202813,TEC C
NEG,Ciudad de México,1,27.98540650909091,1,Ciudad de México,Ciudad de México,NEG,false,false,false,27.98540650909091,202813,202813,NO TEC D
CIS,Sonora Norte,1,0.9142590990909091,1,Sonora Norte,Sonora Norte,CIS,false,false,false,0.9142590990909091,202813,202813,NO TEC D
IBQ,Hidalgo,1,1.625755100909091,1,Hidalgo,Hidalgo,IBQ,false,false,false,1.625755100909091,202813,202813,NA
AMC,Santa Fe,1,3.1022434409090907,1,Santa Fe,Santa Fe,AMC,false,false,false,3.1022434409090907,202813,202813,NA
ICT,Estado de México,1,8.030548940000001,1,Estado de México,Estado de México,ICT,false,false,false,8.030548940000001,202813,202813,TEC A+
ICI,León,1,0.8074104754545455,1,León,León,ICI,false,false,false,0.8074104754545455,202813,202813,NO TEC A+
IBQ,Puebla,1,4.011848997272727,1,Puebla,Puebla,IBQ,false,false,false,4.011848997272727,202813,202813,TEC A
ICI,Aguascalientes,1,0.136792736,1,Aguascalientes,Aguascalientes,ICI,false,false,false,0.136792736,202813,202813,NO TEC A
IIT,Estado de México,1,17.3340434,1,Estado de México,Estado de México,IIT,false,false,false,17.3340434,202813,202813,NO TEC B
IIT,Hidalgo,1,4.263026779090909,1,Hidalgo,Hidalgo,IIT,false,false,false,4.263026779090909,202813,202813,TEC D
ICT,Hidalgo,1,1.1873771363636363,1,Hidalgo,Hidalgo,ICT,false,false,false,1.1873771363636363,202813,202813,NA
NEG,Morelia,1,0.0,1,Morelia,Morelia,NEG,false,false,false,0.0,202813,202813,NO TEC A+
ICT,Sonora Norte,1,2.5165363563636363,1,Sonora Norte,Sonora Norte,ICT,false,false,false,2.5165363563636363,202813,202813,NO TEC A+
SLD,Chihuahua,1,2.604427558181818,1,Chihuahua,Chihuahua,SLD,false,false,false,2.604427558181818,202813,202813,TEC A
AMC,Querétaro,1,6.195388558181818,1,Querétaro,Querétaro,AMC,false,false,false,6.195388558181818,202813,202813,NO TEC A
ESC,Hidalgo,1,2.9427991463636363,1,Hidalgo,Hidalgo,ESC,false,false,false,2.9427991463636363,202813,202813,TEC B
AMC,Ciudad de México,1,6.577263689090909,1,Ciudad de México,Ciudad de México,AMC,false,false,false,6.577263689090909,202813,202813,TEC C
CIS,Querétaro,1,4.21721162,1,Querétaro,Querétaro,CIS,false,false,false,4.21721162,202813,202813,TEC C
IBQ,León,1,1.0815357554545455,1,León,León,IBQ,false,false,false,1.0815357554545455,202813,202813,NO TEC C
IBQ,Ciudad Juárez,1,0.2269025942727273,1,Ciudad Juárez,Ciudad Juárez,IBQ,false,false,false,0.2269025942727273,202813,202813,NO TEC D
IBQ,Ciudad Obregón,1,0.3655709662727272,1,Ciudad Obregón,Ciudad Obregón,IBQ,false,false,false,0.3655709662727272,202813,202813,NO TEC D
IBQ,Ciudad de México,1,8.743192004545454,1,Ciudad de México,Ciudad de México,IBQ,false,false,false,8.743192004545454,202813,202813,NA
IIT,Cuernavaca,1,4.487989649999999,1,Cuernavaca,Cuernavaca,IIT,false,false,false,4.487989649999999,202813,202813,TEC A+
ICI,Sinaloa,1,0.5648512266363637,1,Sinaloa,Sinaloa,ICI,false,false,false,0.5648512266363637,202813,202813,TEC A+
CIS,Querétaro,1,4.21721162,1,Querétaro,Querétaro,CIS,false,false,false,4.21721162,202813,202813,TEC B
NEG,León,1,7.714677282727274,1,León,León,NEG,false,false,false,7.714677282727274,202813,202813,NO TEC B
CIS,Guadalajara,1,5.202704865454546,1,Guadalajara,Guadalajara,CIS,false,false,false,5.202704865454546,202813,202813,TEC D
NEG,León,1,7.714677282727274,1,León,León,NEG,false,false,false,7.714677282727274,202813,202813,NO TEC D
IIT,Monterrey,1,71.81414171818182,1,Monterrey,Monterrey,IIT,false,false,false,71.81414171818182,202813,202813,NO TEC D
ESC,Puebla,1,8.644077886363636,1,Puebla,Puebla,ESC,false,false,false,8.644077886363636,202813,202813,NO TEC D
ICT,San Luis Potosí,1,0.8496475308181818,1,San Luis Potosí,San Luis Potosí,ICT,false,false,false,0.8496475308181818,202813,202813,NO TEC D
IIT,San Luis Potosí,1,4.877771776363637,1,San Luis Potosí,San Luis Potosí,IIT,false,false,false,4.877771776363637,202813,202813,NO TEC D
ICT,Sinaloa,1,2.090986419090909,1,Sinaloa,Sinaloa,ICT,false,false,false,2.090986419090909,202813,202813,NA
ICT,Chihuahua,1,2.5525351872727273,1,Chihuahua,Chihuahua,ICT,false,false,false,2.5525351872727273,202813,202813,TEC A+
ICT,Ciudad de México,1,7.730233995454546,1,Ciudad de México,Ciudad de México,ICT,false,false,false,7.730233995454546,202813,202813,TEC A+
SLD,Guadalajara,1,12.6315714,1,Guadalajara,Guadalajara,SLD,false,false,false,12.6315714,202813,202813,TEC A+
ESC,Toluca,1,7.762697387272727,1,Toluca,Toluca,ESC,false,false,false,7.762697387272727,202813,202813,NO TEC A
ESC,Ciudad de México,1,12.687819718181817,1,Ciudad de México,Ciudad de México,ESC,false,false,false,12.687819718181817,202813,202813,NO TEC C
ESC,Laguna,1,2.143336502727273,1,Laguna,Laguna,ESC,false,false,false,2.143336502727273,202813,202813,TEC D
CIS,Chihuahua,1,2.4619630654545457,1,Chihuahua,Chihuahua,CIS,false,false,false,2.4619630654545457,202813,202813,NO TEC D
AMC,Puebla,1,3.877651952727273,1,Puebla,Puebla,AMC,false,false,false,3.877651952727273,202813,202813,NO TEC D
ICI,León,1,0.8074104754545455,1,León,León,ICI,false,false,false,0.8074104754545455,202813,202813,NA
CIS,Monterrey,1,22.772845336363638,1,Monterrey,Monterrey,CIS,false,false,false,22.772845336363638,202813,202813,TEC A+
ICI,Monterrey,1,15.339067054545454,1,Monterrey,Monterrey,ICI,false,false,false,15.339067054545454,202813,202813,NO TEC A+
AMC,Querétaro,1,6.195388558181818,1,Querétaro,Querétaro,AMC,false,false,false,6.195388558181818,202813,202813,NO TEC A+
ICI,Guadalajara,1,2.8046115218181815,1,Guadalajara,Guadalajara,ICI,false,false,false,2.8046115218181815,202813,202813,TEC A
CIS,Sonora Norte,1,0.9142590990909091,1,Sonora Norte,Sonora Norte,CIS,false,false,false,0.9142590990909091,202813,202813,TEC B
ESC,Sinaloa,1,2.43475682,1,Sinaloa,Sinaloa,ESC,false,false,false,2.43475682,202813,202813,TEC C
ICI,Guadalajara,1,2.8046115218181815,1,Guadalajara,Guadalajara,ICI,false,false,false,2.8046115218181815,202813,202813,NO TEC C
NEG,Hidalgo,1,8.048485832727273,1,Hidalgo,Hidalgo,NEG,false,false,false,8.048485832727273,202813,202813,NO TEC D
ESC,Sonora Norte,1,4.220464397272727,1,Sonora Norte,Sonora Norte,ESC,false,false,false,4.220464397272727,202813,202813,NO TEC D
ICI,Morelia,1,0.0,1,Morelia,Morelia,ICI,false,false,false,0.0,202813,202813,NA
IIT,Toluca,1,12.687158972727273,1,Toluca,Toluca,IIT,false,false,false,12.687158972727273,202813,202813,NA
AMC,Ciudad de México,1,6.577263689090909,1,Ciudad de México,Ciudad de México,AMC,false,false,false,6.577263689090909,202813,202813,NO TEC A+
NEG,Querétaro,1,16.471059518181818,1,Querétaro,Querétaro,NEG,false,false,false,16.471059518181818,202813,202813,NO TEC A+
CIS,Sinaloa,1,0.7834108069090909,1,Sinaloa,Sinaloa,CIS,false,false,false,0.7834108069090909,202813,202813,NO TEC A+
ICI,Querétaro,1,2.560052940909091,1,Querétaro,Querétaro,ICI,false,false,false,2.560052940909091,202813,202813,TEC A
ESC,Aguascalientes,1,1.9739993900000001,1,Aguascalientes,Aguascalientes,ESC,false,false,false,1.9739993900000001,202813,202813,NO TEC B
ESC,León,1,1.8417404590909092,1,León,León,ESC,false,false,false,1.8417404590909092,202813,202813,NO TEC B
NEG,Santa Fe,1,30.20125231818182,1,Santa Fe,Santa Fe,NEG,false,false,false,30.20125231818182,202813,202813,NO TEC B
CIS,Sonora Norte,1,0.9142590990909091,1,Sonora Norte,Sonora Norte,CIS,false,false,false,0.9142590990909091,202813,202813,NO TEC B
ICT,Tampico,1,0.0,1,Tampico,Tampico,ICT,false,false,false,0.0,202813,202813,TEC D
ICI,San Luis Potosí,1,0.5348804695454545,1,San Luis Potosí,San Luis Potosí,ICI,false,false,false,0.5348804695454545,202813,202813,NA
CIS,Toluca,1,1.8971690981818183,1,Toluca,Toluca,CIS,false,false,false,1.8971690981818183,202813,202813,NA
IIT,Estado de México,1,17.3340434,1,Estado de México,Estado de México,IIT,false,false,false,17.3340434,202813,202813,TEC A+
IIT,Guadalajara,1,22.509382954545455,1,Guadalajara,Guadalajara,IIT,false,false,false,22.509382954545455,202813,202813,NO TEC A+
ICI,Aguascalientes,1,0.136792736,1,Aguascalientes,Aguascalientes,ICI,false,false,false,0.136792736,202813,202813,TEC A
IIT,Querétaro,1,18.771554781818182,1,Querétaro,Querétaro,IIT,false,false,false,18.771554781818182,202813,202813,TEC A
ICI,Chihuahua,1,0.5926825781818181,1,Chihuahua,Chihuahua,ICI,false,false,false,0.5926825781818181,202813,202813,NO TEC C
ICI,Cuernavaca,1,0.3481656127272727,1,Cuernavaca,Cuernavaca,ICI,false,false,false,0.3481656127272727,202813,202813,NO TEC C
ICI,Tampico,1,0.0,1,Tampico,Tampico,ICI,false,false,false,0.0,202813,202813,NO TEC C
ICI,Laguna,1,0.5072856299090909,1,Laguna,Laguna,ICI,false,false,false,0.5072856299090909,202813,202813,NO TEC D
NEG,Laguna,1,6.171802562727273,1,Laguna,Laguna,NEG,false,false,false,6.171802562727273,202813,202813,TEC A+
IBQ,Laguna,1,0.7980802799090909,1,Laguna,Laguna,IBQ,false,false,false,0.7980802799090909,202813,202813,TEC A
ESC,Monterrey,1,23.511107536363635,1,Monterrey,Monterrey,ESC,false,false,false,23.511107536363635,202813,202813,TEC A
ESC,Hidalgo,1,2.9427991463636363,1,Hidalgo,Hidalgo,ESC,false,false,false,2.9427991463636363,202813,202813,NO TEC A
AMC,Ciudad de México,1,6.577263689090909,1,Ciudad de México,Ciudad de México,AMC,false,false,false,6.577263689090909,202813,202813,TEC B
ICT,Aguascalientes,1,0.7335523110000001,1,Aguascalientes,Aguascalientes,ICT,false,false,false,0.7335523110000001,202813,202813,NO TEC B
ICI,Ciudad Obregón,1,0.4144222597272727,1,Ciudad Obregón,Ciudad Obregón,ICI,false,false,false,0.4144222597272727,202813,202813,NO TEC B
NEG,León,1,7.714677282727274,1,León,León,NEG,false,false,false,7.714677282727274,202813,202813,TEC C
IBQ,Puebla,1,4.011848997272727,1,Puebla,Puebla,IBQ,false,false,false,4.011848997272727,202813,202813,TEC C
ICT,Ciudad Obregón,1,0.7799932260000001,1,Ciudad Obregón,Ciudad Obregón,ICT,false,false,false,0.7799932260000001,202813,202813,NO TEC D
IBQ,Chihuahua,1,2.4646055899999997,1,Chihuahua,Chihuahua,IBQ,false,false,false,2.4646055899999997,202813,202813,NA
CIS,Aguascalientes,1,0.27491582281818183,1,Aguascalientes,Aguascalientes,CIS,false,false,false,0.27491582281818183,202813,202813,TEC A+
IIT,Laguna,1,6.219604032727273,1,Laguna,Laguna,IIT,false,false,false,6.219604032727273,202813,202813,TEC A+
ICI,Monterrey,1,15.339067054545454,1,Monterrey,Monterrey,ICI,false,false,false,15.339067054545454,202813,202813,TEC A+
ICT,Puebla,1,6.669981587272727,1,Puebla,Puebla,ICT,false,false,false,6.669981587272727,202813,202813,TEC A
NEG,Chihuahua,1,7.108887783636363,1,Chihuahua,Chihuahua,NEG,false,false,false,7.108887783636363,202813,202813,NO TEC A
NEG,Aguascalientes,1,5.370171,1,Aguascalientes,Aguascalientes,NEG,false,false,false,5.370171,202813,202813,TEC C
IIT,Estado de México,1,17.3340434,1,Estado de México,Estado de México,IIT,false,false,false,17.3340434,202813,202813,NO TEC C
ICT,Hidalgo,1,1.1873771363636363,1,Hidalgo,Hidalgo,ICT,false,false,false,1.1873771363636363,202813,202813,NO TEC C
ICI,Estado de México,1,5.755554684545455,1,Estado de México,Estado de México,ICI,false,false,false,5.755554684545455,202813,202813,NO TEC A
ESC,Monterrey,1,23.511107536363635,1,Monterrey,Monterrey,ESC,false,false,false,23.511107536363635,202813,202813,TEC B
ICT,Morelia,1,0.0,1,Morelia,Morelia,ICT,false,false,false,0.0,202813,202813,TEC B
ESC,Toluca,1,7.762697387272727,1,Toluca,Toluca,ESC,false,false,false,7.762697387272727,202813,202813,TEC B
ICI,Hidalgo,1,0.527581679,1,Hidalgo,Hidalgo,ICI,false,false,false,0.527581679,202813,202813,NO TEC B
NEG,Hidalgo,1,8.048485832727273,1,Hidalgo,Hidalgo,NEG,false,false,false,8.048485832727273,202813,202813,NO TEC C
IBQ,Aguascalientes,1,0.8280733452727272,1,Aguascalientes,Aguascalientes,IBQ,false,false,false,0.8280733452727272,202813,202813,NO TEC D
CIS,León,1,0.5850456435454545,1,León,León,CIS,false,false,false,0.5850456435454545,202813,202813,NO TEC D
NEG,Ciudad Juárez,1,2.6408227263636364,1,Ciudad Juárez,Ciudad Juárez,NEG,false,false,false,2.6408227263636364,202813,202813,NA
ESC,Sonora Norte,1,4.220464397272727,1,Sonora Norte,Sonora Norte,ESC,false,false,false,4.220464397272727,202813,202813,TEC A+
ESC,León,1,1.8417404590909092,1,León,León,ESC,false,false,false,1.8417404590909092,202813,202813,TEC A
ESC,Aguascalientes,1,1.9739993900000001,1,Aguascalientes,Aguascalientes,ESC,false,false,false,1.9739993900000001,202813,202813,TEC B
ICI,San Luis Potosí,1,0.5348804695454545,1,San Luis Potosí,San Luis Potosí,ICI,false,false,false,0.5348804695454545,202813,202813,NO TEC C
ESC,Guadalajara,1,12.498032527272727,1,Guadalajara,Guadalajara,ESC,false,false,false,12.498032527272727,202813,202813,TEC D
ESC,Santa Fe,1,5.790922681818182,1,Santa Fe,Santa Fe,ESC,false,false,false,5.790922681818182,202813,202813,TEC D
IIT,Estado de México,1,17.3340434,1,Estado de México,Estado de México,IIT,false,false,false,17.3340434,202813,202813,NO TEC D
ESC,Aguascalientes,1,1.9739993900000001,1,Aguascalientes,Aguascalientes,ESC,false,false,false,1.9739993900000001,202813,202813,NA
ESC,Cuernavaca,1,1.778991379090909,1,Cuernavaca,Cuernavaca,ESC,false,false,false,1.778991379090909,202813,202813,NA
CIS,Estado de México,1,7.306624431818181,1,Estado de México,Estado de México,CIS,false,false,false,7.306624431818181,202813,202813,NA
ESC,Querétaro,1,10.273070818181818,1,Querétaro,Querétaro,ESC,false,false,false,10.273070818181818,202813,202813,TEC A+
NEG,Sinaloa,1,10.014661381818183,1,Sinaloa,Sinaloa,NEG,false,false,false,10.014661381818183,202813,202813,TEC A+
ICT,Sinaloa,1,2.090986419090909,1,Sinaloa,Sinaloa,ICT,false,false,false,2.090986419090909,202813,202813,TEC A
ICT,Hidalgo,1,1.1873771363636363,1,Hidalgo,Hidalgo,ICT,false,false,false,1.1873771363636363,202813,202813,TEC D
CIS,Morelia,1,0.0,1,Morelia,Morelia,CIS,false,false,false,0.0,202813,202813,TEC D
ICI,Querétaro,1,2.560052940909091,1,Querétaro,Querétaro,ICI,false,false,false,2.560052940909091,202813,202813,NO TEC D
NEG,Saltillo,1,5.117980377272727,1,Saltillo,Saltillo,NEG,false,false,false,5.117980377272727,202813,202813,NO TEC D
CIS,Chihuahua,1,2.4619630654545457,1,Chihuahua,Chihuahua,CIS,false,false,false,2.4619630654545457,202813,202813,NA
ESC,San Luis Potosí,1,2.4150605072727274,1,San Luis Potosí,San Luis Potosí,ESC,false,false,false,2.4150605072727274,202813,202813,NA
IIT,Ciudad Obregón,1,1.697241612727273,1,Ciudad Obregón,Ciudad Obregón,IIT,false,false,false,1.697241612727273,202813,202813,NO TEC A+
IIT,Aguascalientes,1,4.137040849090909,1,Aguascalientes,Aguascalientes,IIT,false,false,false,4.137040849090909,202813,202813,TEC A
CIS,Santa Fe,1,5.7423283000000005,1,Santa Fe,Santa Fe,CIS,false,false,false,5.7423283000000005,202813,202813,NO TEC A
CIS,Ciudad Juárez,1,0.1503577951818182,1,Ciudad Juárez,Ciudad Juárez,CIS,false,false,false,0.1503577951818182,202813,202813,TEC B
NEG,Querétaro,1,16.471059518181818,1,Querétaro,Querétaro,NEG,false,false,false,16.471059518181818,202813,202813,TEC B
NEG,Sonora Norte,1,10.412627827272727,1,Sonora Norte,Sonora Norte,NEG,false,false,false,10.412627827272727,202813,202813,TEC B
IIT,Cuernavaca,1,4.487989649999999,1,Cuernavaca,Cuernavaca,IIT,false,false,false,4.487989649999999,202813,202813,TEC C
CIS,Toluca,1,1.8971690981818183,1,Toluca,Toluca,CIS,false,false,false,1.8971690981818183,202813,202813,TEC D
NEG,Guadalajara,1,30.98128223636364,1,Guadalajara,Guadalajara,NEG,false,false,false,30.98128223636364,202813,202813,NO TEC D
CIS,Sonora Norte,1,0.9142590990909091,1,Sonora Norte,Sonora Norte,CIS,false,false,false,0.9142590990909091,202813,202813,NA
ICI,Ciudad de México,1,4.663055047272727,1,Ciudad de México,Ciudad de México,ICI,false,false,false,4.663055047272727,202813,202813,TEC A+
AMC,Sonora Norte,1,2.201259736363636,1,Sonora Norte,Sonora Norte,AMC,false,false,false,2.201259736363636,202813,202813,TEC A+
ICT,Ciudad Obregón,1,0.7799932260000001,1,Ciudad Obregón,Ciudad Obregón,ICT,false,false,false,0.7799932260000001,202813,202813,TEC A
IIT,Cuernavaca,1,4.487989649999999,1,Cuernavaca,Cuernavaca,IIT,false,false,false,4.487989649999999,202813,202813,TEC A
IBQ,Guadalajara,1,5.478307095454546,1,Guadalajara,Guadalajara,IBQ,false,false,false,5.478307095454546,202813,202813,TEC A
ESC,Estado de México,1,11.372047254545455,1,Estado de México,Estado de México,ESC,false,false,false,11.372047254545455,202813,202813,NO TEC A
ICT,Guadalajara,1,10.499244327272727,1,Guadalajara,Guadalajara,ICT,false,false,false,10.499244327272727,202813,202813,TEC B
NEG,Puebla,1,15.406786936363636,1,Puebla,Puebla,NEG,false,false,false,15.406786936363636,202813,202813,NO TEC B
AMC,Santa Fe,1,3.1022434409090907,1,Santa Fe,Santa Fe,AMC,false,false,false,3.1022434409090907,202813,202813,NO TEC B
IIT,Sinaloa,1,4.781837683636364,1,Sinaloa,Sinaloa,IIT,false,false,false,4.781837683636364,202813,202813,NO TEC C
ICI,Cuernavaca,1,0.3481656127272727,1,Cuernavaca,Cuernavaca,ICI,false,false,false,0.3481656127272727,202813,202813,TEC A+
ESC,Laguna,1,2.143336502727273,1,Laguna,Laguna,ESC,false,false,false,2.143336502727273,202813,202813,TEC A+
ICT,Puebla,1,6.669981587272727,1,Puebla,Puebla,ICT,false,false,false,6.669981587272727,202813,202813,NO TEC A
NEG,León,1,7.714677282727274,1,León,León,NEG,false,false,false,7.714677282727274,202813,202813,TEC B
ESC,San Luis Potosí,1,2.4150605072727274,1,San Luis Potosí,San Luis Potosí,ESC,false,false,false,2.4150605072727274,202813,202813,NO TEC C
NEG,Cuernavaca,1,4.8799911045454545,1,Cuernavaca,Cuernavaca,NEG,false,false,false,4.8799911045454545,202813,202813,NA
ICT,Saltillo,1,0.6565087150909091,1,Saltillo,Saltillo,ICT,false,false,false,0.6565087150909091,202813,202813,TEC A+
NEG,Hidalgo,1,8.048485832727273,1,Hidalgo,Hidalgo,NEG,false,false,false,8.048485832727273,202813,202813,NO TEC A+
ESC,San Luis Potosí,1,2.4150605072727274,1,San Luis Potosí,San Luis Potosí,ESC,false,false,false,2.4150605072727274,202813,202813,TEC A
IBQ,Ciudad Juárez,1,0.2269025942727273,1,Ciudad Juárez,Ciudad Juárez,IBQ,false,false,false,0.2269025942727273,202813,202813,NO TEC A
ESC,Morelia,1,0.0,1,Morelia,Morelia,ESC,false,false,false,0.0,202813,202813,NO TEC A
IBQ,Morelia,1,0.0,1,Morelia,Morelia,IBQ,false,false,false,0.0,202813,202813,NO TEC A
ICT,Sinaloa,1,2.090986419090909,1,Sinaloa,Sinaloa,ICT,false,false,false,2.090986419090909,202813,202813,NO TEC C
AMC,Guadalajara,1,5.758499437272727,1,Guadalajara,Guadalajara,AMC,false,false,false,5.758499437272727,202813,202813,TEC D
ICI,Estado de México,1,5.755554684545455,1,Estado de México,Estado de México,ICI,false,false,false,5.755554684545455,202813,202813,NO TEC D
ICT,Estado de México,1,8.030548940000001,1,Estado de México,Estado de México,ICT,false,false,false,8.030548940000001,202813,202813,NO TEC A+
ICI,Sonora Norte,1,0.5046351768181818,1,Sonora Norte,Sonora Norte,ICI,false,false,false,0.5046351768181818,202813,202813,NO TEC A+
NEG,Saltillo,1,5.117980377272727,1,Saltillo,Saltillo,NEG,false,false,false,5.117980377272727,202813,202813,NO TEC A
IIT,Ciudad Juárez,1,2.3770136345454542,1,Ciudad Juárez,Ciudad Juárez,IIT,false,false,false,2.3770136345454542,202813,202813,TEC B
AMC,Guadalajara,1,5.758499437272727,1,Guadalajara,Guadalajara,AMC,false,false,false,5.758499437272727,202813,202813,NO TEC B
CIS,León,1,0.5850456435454545,1,León,León,CIS,false,false,false,0.5850456435454545,202813,202813,TEC D
NEG,Sinaloa,1,10.014661381818183,1,Sinaloa,Sinaloa,NEG,false,false,false,10.014661381818183,202813,202813,NO TEC A+
NEG,Ciudad Juárez,1,2.6408227263636364,1,Ciudad Juárez,Ciudad Juárez,NEG,false,false,false,2.6408227263636364,202813,202813,TEC A
IIT,Aguascalientes,1,4.137040849090909,1,Aguascalientes,Aguascalientes,IIT,false,false,false,4.137040849090909,202813,202813,NO TEC A
ICI,Puebla,1,1.2616414963636364,1,Puebla,Puebla,ICI,false,false,false,1.2616414963636364,202813,202813,NO TEC A
CIS,Hidalgo,1,1.4049743254545455,1,Hidalgo,Hidalgo,CIS,false,false,false,1.4049743254545455,202813,202813,NO TEC B
ICI,Cuernavaca,1,0.3481656127272727,1,Cuernavaca,Cuernavaca,ICI,false,false,false,0.3481656127272727,202813,202813,NA
CIS,Estado de México,1,7.306624431818181,1,Estado de México,Estado de México,CIS,false,false,false,7.306624431818181,202813,202813,TEC A+
SLD,Monterrey,1,25.671305445454546,1,Monterrey,Monterrey,SLD,false,false,false,25.671305445454546,202813,202813,NO TEC B
ICI,Querétaro,1,2.560052940909091,1,Querétaro,Querétaro,ICI,false,false,false,2.560052940909091,202813,202813,TEC C
AMC,Estado de México,1,5.491228312727273,1,Estado de México,Estado de México,AMC,false,false,false,5.491228312727273,202813,202813,TEC D
IBQ,Guadalajara,1,5.478307095454546,1,Guadalajara,Guadalajara,IBQ,false,false,false,5.478307095454546,202813,202813,NO TEC D
ICI,Querétaro,1,2.560052940909091,1,Querétaro,Querétaro,ICI,false,false,false,2.560052940909091,202813,202813,NO TEC A
NEG,Ciudad Obregón,1,1.7427719354545455,1,Ciudad Obregón,Ciudad Obregón,NEG,false,false,false,1.7427719354545455,202813,202813,TEC C
IIT,Ciudad Obregón,1,1.697241612727273,1,Ciudad Obregón,Ciudad Obregón,IIT,false,false,false,1.697241612727273,202813,202813,NO TEC C
IIT,Cuernavaca,1,4.487989649999999,1,Cuernavaca,Cuernavaca,IIT,false,false,false,4.487989649999999,202813,202813,NO TEC C
ICI,León,1,0.8074104754545455,1,León,León,ICI,false,false,false,0.8074104754545455,202813,202813,TEC D
IIT,San Luis Potosí,1,4.877771776363637,1,San Luis Potosí,San Luis Potosí,IIT,false,false,false,4.877771776363637,202813,202813,NA
CIS,Guadalajara,1,5.202704865454546,1,Guadalajara,Guadalajara,CIS,false,false,false,5.202704865454546,202813,202813,TEC A+
IBQ,Tampico,1,0.0,1,Tampico,Tampico,IBQ,false,false,false,0.0,202813,202813,TEC A+
IBQ,Toluca,1,3.882002419090909,1,Toluca,Toluca,IBQ,false,false,false,3.882002419090909,202813,202813,TEC A+
IIT,Laguna,1,6.219604032727273,1,Laguna,Laguna,IIT,false,false,false,6.219604032727273,202813,202813,TEC A
IBQ,Estado de México,1,7.6689152063636365,1,Estado de México,Estado de México,IBQ,false,false,false,7.6689152063636365,202813,202813,NO TEC A
ICT,Laguna,1,0.7962546281818181,1,Laguna,Laguna,ICT,false,false,false,0.7962546281818181,202813,202813,NO TEC A
CIS,León,1,0.5850456435454545,1,León,León,CIS,false,false,false,0.5850456435454545,202813,202813,NO TEC A
